persona,story,id,cq,issues
Sethus,2_CreateRelevantCorpus,CQ5,navigating through a Relevant Corpus is based on anotation and search patterns,['incomplete']
Sethus,1_ConflictingTheoreticalInterpretations,CQ1,"To which modes Vide homo has been assigned to in Tonalities? Leonhard, Bernhard, Harold, Siegfried, Frans and Alexander relate the motet to the tonus peregrinus. Robert, however, considers the work to be written in the mixolydian mode.",['hard']
Sethus,1_ConflictingTheoreticalInterpretations,CQ2,"Are the criteria on which these interpretations are based true in the score and, if so, to what extent? 
   - What are the cadence points in the work? 
   - What are the part’s ranges?  Do they correspond to modal octaves? 
   - What is the final of the bassus? 
   - What is the last chord? 
   - Are there any melodic patterns related to modality? 
   - To what diatonic environment does the work belong to? 
   - What are the part’s clefs and keys? 
   - Are the theoretical models on which these criteria are based – for example the Zarlinian cadential scheme ^1-^3-^5 – in line with this work? 
   - What is the tension between the expected theoretical criteria and their actual realisation in the work?","['to-split', 'complex', 'hard']"
Sethus,1_ConflictingTheoreticalInterpretations,CQ3,"Can one assume that the modal ambiguity evidenced by the analytical interpretations is intended? Harold sees, for example, the use of modes in Lagrime as a religious symbol. Alexander suggests that Tansillo's texts set to music by Lassus can be read as an examination of conscience, advocated by post-Tridentine spirituality. Can these hypotheses be substantiated on the basis of Polifonia's analytical and heritage knowledge? 
   - Where does the work appear within the cycle? 
   - What do we know about this cycle and its place in Lassus' output? 
   - Which poetic text is set to music? 
   - Has this poetic text been set to music before?","['to-split', 'complex', 'hard']"
Sethus,1_ConflictingTheoreticalInterpretations,CQ4,"Apart from Lasso’s possible exegetical intentions, what does this work tell us about the status of the modes at this moment in the history of composition? 
   - Is the modal ambiguity observed here frequent in Lasso’s output? 
   - Do other works come close, in terms of their inner properties, to what is observed here? 
   - Is the ambiguity observed here specific to particular groups of works?","['to-split', 'complex', 'hard']"
Sethus,3_ConflictingAnalyticalAnnotations,CQ1,"To which modes Vide homo has been assigned to in Tonalities? Leonhard, Bernhard, Harold, Siegfried, Frans and Alexander relate the motet to the tonus peregrinus. Robert, however, considers the work to be written in the mixolydian mode.",['hard']
Sethus,3_ConflictingAnalyticalAnnotations,CQ2,"Are the criteria on which these interpretations are based true in the score and, if so, to what extent?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ3,What are the cadence points in the work?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ4,What are the part’s ranges?  Do they correspond to modal octaves?,['to-split']
Sethus,3_ConflictingAnalyticalAnnotations,CQ5,What is the final of the bassus?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ6,What is the last chord?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ7,Are there any melodic patterns related to modality?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ8,To what diatonic environment does the work belong to?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ9,What are the part’s clefs and keys?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ10,Are the theoretical models on which these criteria are based – for example the Zarlinian cadential scheme ^1-^3-^5 – in line with this work?,['hard']
Sethus,3_ConflictingAnalyticalAnnotations,CQ11,"What is the tension between the expected theoretical criteria and their actual realisation in the work?

[Metadata section]","['complex', 'hard']"
Sethus,3_ConflictingAnalyticalAnnotations,CQ12,To what corpus does this work belong?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ13,What is the name of the corpus?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ14,What is the pseudonyme of the composer for X?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ15,What is the birthdate of the composer?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ16,What is the date of death of the composer?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ17,To what genre does the composition belong?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ18,To what collection does of the composition belong?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ19,"If this is the case, to what larger work does the composition belong?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ20,"If this is the case, in what other work(s) is the compositions quoted?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ21,Does the composition contain any quotation from other composition(s)?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ22,What is the origin of the composition?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ23,"If available online, what is the URL of the composition?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ24,"In the case of a manuscript/printed source, where is it housed?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ25,Who is the scientific editor of the composition?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ26,"If any, what is the license of the transcription?",pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ27,What is the year of publication of the music printed source?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ28,Where was the music printed source published?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ29,What is the editor of the music printed source?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ30,In what electronic format is the composition available?,pass
Sethus,3_ConflictingAnalyticalAnnotations,CQ31,What is the license of the final reused/modified electronic format of the score?,pass
Valeriana,1_DiscourseAnalysis,CQ1,What was Wagner's first performance in Bologna? On what date?,['to-split']
Valeriana,1_DiscourseAnalysis,CQ2,What was Verdi's first performance in Bologna? On what date?,['to-split']
Valeriana,1_DiscourseAnalysis,CQ3,Who were the public figures who participated in event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ4,Who were the musicians who participated in event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ5,Who talked about event X (or Y)?,pass
Valeriana,1_DiscourseAnalysis,CQ6,In which works is event X recounted/traced?,pass
Valeriana,1_DiscourseAnalysis,CQ7,What were the critical reactions to event X (or Y)? Are them positives?,['to-split']
Valeriana,2_Terminology,CQ1,CQ1)what are the meanings of the word 'vocality' in Italian (x)?,pass
Valeriana,2_Terminology,CQ2,CQ2)What are the meanings of the word 'vocality' in French (y)?,pass
Valeriana,2_Terminology,CQ3,CQ3) What are the meanings of the word 'vocality' in German (z)?,pass
Valeriana,2_Terminology,CQ4,CQ4) What are the meanings of the word 'vocality' in Spanish (h)?,pass
Valeriana,2_Terminology,CQ5,CQ5)How do the words x and y change over time?,pass
Valeriana,2_Terminology,CQ6,"CQ6)What contexts are the word x, y, z, h related to?",pass
Valeriana,2_Terminology,CQ7,CQ7) How do these contexts change over time?,pass
Amy,1_OrganTrends,CQ1,"What are geographically distinct features of organs from region X? (e.g., in what differ 17th century Southern German organs from 17th century Spanish organs?).","['to-split', 'hard']"
David,1_MusicHistorian,CQ1,What music was being played?,pass
David,1_MusicHistorian,CQ2,Who was listening to the music?,pass
David,1_MusicHistorian,CQ3,How did the instruments used change over time?,pass
David,1_MusicHistorian,CQ4,What was source of money – e.g. for instruments?,pass
David,1_MusicHistorian,CQ5,Where were the musicians coming from?,pass
David,1_MusicHistorian,CQ6,Who were teaching the musicians?,pass
David,1_MusicHistorian,CQ7,Where were the places (in which they played)?,pass
David,1_MusicHistorian,CQ8,How were instruments sold?,pass
David,1_MusicHistorian,CQ9,What was the sales pitch?,pass
David,1_MusicHistorian,CQ10,How does the world of brass bands connect with that of elite music?,pass
David,1_MusicHistorian,CQ11,"What did people ‘make of’, how  did they react to, e.g. music?",pass
David,1_MusicHistorian,CQ12,"Who was the author of a piece of music?
e.g. can we identify it by its incipit?",['to-split']
David,1_MusicHistorian,CQ13,What was the country of origin of a piece of music?,pass
David,1_MusicHistorian,CQ14,"What is the cause of a change, e.g. increasing number of concerts over time?",pass
Ralph,1_WordsAndMusic,CQ1,Who is the poet (librettist) associated with a text?,pass
Ralph,1_WordsAndMusic,CQ2,What is the emotion represented by a portion of text (~140 categories)?,pass
Ralph,1_WordsAndMusic,CQ3,"How do libretto and music relate, e.g. in describing an emotion?",pass
Ralph,1_WordsAndMusic,CQ4,"How does the presentation (text and music) of a work, e.g. an operatic aria, change over time, and depending on the artist?",['hard']
Ralph,1_WordsAndMusic,CQ5,"How have the music and libretto been influenced by the historical, e.g. social, political and cultural, environment?",pass
Ralph,1_WordsAndMusic,CQ6,How can one describe and classify a scenario?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ1,Where is the Bell Tower?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ2,What kind of execution characterizes that bell tower?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ3,Are there formalized collective actors who carry out sound practices?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ4,Are there formalized transmission methods that characterize the acquisition of skills related to the bell practice?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ5,Which age groups do the transmission practices involve?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ6,Do transmission practices involve both men and women?,pass
Patrizia,1_IdentificationOfIntangibleElements,CQ7,Do transmission practices include the organization of public events?,pass
